id,loan_amount,instalment,expected_revenue,total_payment,loss
Summary,,,"Total Expected Loss: $28,885,826.94",,
38524475,18700,505.8,30348.0,32.068706291733115,30315.93129370827
38445485,5000,196.14,7061.039999999999,23.018172213234504,7038.021827786764
38444556,20000,586.91,35214.6,39.04576925708502,35175.55423074291
38436227,14700,389.38,23362.8,31.78889261889272,23331.011107381106
38436207,5950,221.1,7959.599999999999,27.690538579999007,7931.90946142
38435613,25850,773.81,46428.6,47.37375532393343,46381.226244676065
38424657,35000,1107.63,39874.68000000001,48.543704228286266,39826.13629577172
38413524,28425,1006.23,36224.28,54.20622902930873,36170.07377097069
38362347,24000,607.62,36457.2,34.208602914890086,36422.991397085105
38361826,35000,1027.1,61625.99999999999,40.94195421502241,61585.05804578497
38342053,14400,405.87,24352.2,29.675390750161583,24322.52460924984
38331938,8950,314.62,11326.32,27.219835391597016,11299.100164608402
38301949,13475,477.01,17172.36,38.34423033630576,17134.015769663696
38301447,35000,1230.33,44291.88,43.81173499746421,44248.068265002534
38282424,15050,582.51,20970.36,41.03935162387581,20929.320648376124
38272763,24000,801.63,28858.68,37.77459485229024,28820.90540514771
38272406,5000,173.31,6239.16,25.474335869167696,6213.685664130832
38272401,8000,265.68,9564.48,29.65379189194024,9534.82620810806
38251206,10775,396.28,14266.079999999998,32.25688906369531,14233.823110936302
