id,loan_amount,total_payment
Summary,,Percentage Charged Off: 3.84%
Summary,,"Total Paid Before Charge Off: $66,568.86"
6738774,12000,49.562754763924666
6737745,9000,32.75327366898279
6737700,20000,30.510626107855565
6736894,12500,45.434096377163776
6736722,14400,52.715679352803946
6736410,16000,50.52934821442019
6735166,5000,41.74667003680253
6729617,21725,56.99682929909982
6728753,10000,44.97194214628819
6727964,8000,44.30728760702745
6727565,29175,52.173572702795255
6725724,12000,47.46426075115199
6720021,15000,41.42393944315534
6719975,35000,73.63285750649814
6718916,28000,62.91557636086491
6717890,4000,35.41551053641619
6717475,35000,71.62309556244013
6716863,12000,54.64807319930171
6716764,7000,32.61245093068065
6716016,15000,60.17811379840568
6710132,35000,57.13129069850734
6709529,9750,40.76503820960541
6708543,10000,33.84289690252745
6707389,16000,38.56155595093882
6698478,11500,42.25565670238946
6698266,5400,37.3889362412699
6697456,8450,48.19886908926669
6697123,5500,28.546776508104127
6696649,10000,43.99197699415547
6696452,8775,34.72366287800834
6695829,5800,35.0008836722037
9165246,14000,46.77671632150752
6635501,14400,57.24891015570247
9744792,12375,42.997257959071874
6626666,18000,23.87240542353044
6626218,17050,33.654915073078634
6617825,15000,53.604644905538365
6607226,24925,52.76982053974918
6605630,18750,56.65711901681297
6596621,18000,39.77637584221888
6580330,2000,19.634134152870324
6571732,15000,49.10292098984643
6571538,19075,43.23366472081253
6552556,25000,20.89484928797448
6543225,30000,71.3570310928678
8588843,9750,50.56370784542934
6531001,15850,49.792771903340295
8184976,4200,34.76710824917189
7676458,20000,54.31453658811228
6495391,9500,51.75822003827832
6455549,18725,54.92266912279899
6404977,17500,48.24000243795204
6376328,20000,48.96603074569349
6300304,18000,62.59558103208936
7073720,12375,42.40393919837198
6235453,18000,51.27027225116174
8588854,5600,23.07353967247386
9077124,7750,36.58613920385292
9134795,20000,58.98147943767854
5979596,17500,37.17661618397233
5904590,10400,41.74626622488119
7708980,3000,34.63976039728772
6839747,18825,61.77026614477792
6808830,7425,39.47854933531201
6415627,12000,53.93733926793265
9207726,25000,45.79563304623395
7726189,7000,39.51799187726379
9484719,8400,40.12893563121539
5434646,21000,51.30437343473828
7679531,21200,65.62902301139357
5335702,18000,31.1332450356785
5165868,13975,54.71587495804958
7296803,8000,47.71131583251034
8315006,12000,39.03835043167395
8611080,15000,50.59495303087099
7101363,21000,56.16145097202683
6787958,25000,52.942898950597865
4624626,8400,42.856657329623225
4545335,10000,45.705279783603046
4524727,14000,50.18378300627157
4455055,22750,58.845898583249166
6532850,24250,37.44354566217065
7060545,24000,41.6317749901847
7629461,14500,57.58527659791631
8557300,10000,38.45109737735466
7917269,20000,63.09520561131768
7098119,29700,68.99446312240013
8225240,8500,31.23734995704557
7720594,18000,47.67981338787448
6474917,35000,78.37297232214345
6908234,17000,59.69828143559632
6597071,18000,57.86689236762618
9011257,20050,51.6593668476071
6874773,24000,46.47048782338824
10094944,19000,61.04356535534117
3494972,16000,42.60409517875285
7084268,12000,43.24420674018502
8568008,20000,61.82481429708932
7441059,7000,29.390854971339348
7053947,20000,34.73823719051052
6699783,28000,61.19036813451496
8314626,20000,36.267495706031895
8979473,15000,54.2506465074497
8845192,5000,24.75075996672569
9027078,10000,36.81765124952501
7387210,7925,35.575283066678075
8147851,4500,38.31416978543177
7067594,4300,37.007438826884616
7450022,15000,45.85340166410095
6727536,16000,49.085650945485085
8608228,30000,64.97013718696367
6396502,15000,59.460240553982445
7710539,5000,37.6642230357901
8315473,20000,62.09440263641231
8124787,10550,37.271828014931934
9664599,20000,53.54247934901248
9165385,8000,30.35508927269325
9836579,23325,38.76432324679926
7638183,23500,34.000053331958874
6582018,19500,52.330297885258815
8618426,8000,45.43915412015318
10167666,8000,40.48310673314616
8964594,35000,69.77508573735994
9284925,5850,35.906766892467125
1036774,7000,33.20881086220119
1069410,21000,68.3494323315807
1067126,21000,39.85365103273613
1066798,9500,49.49546337778277
1066215,24000,46.69107456736557
994715,18825,27.40462783069751
1062536,3000,35.815335997344235
1062330,11000,37.44646822087959
1062414,5000,41.098174163577546
1062248,9750,44.59411667776225
1061643,29000,62.95605950636874
1061869,20675,46.78012044415205
1060979,7000,29.64568446267856
1060485,14125,48.51582011372212
1059620,12000,39.3175662992646
6874851,10000,48.333331001368734
1057358,5350,31.35143426944032
1053953,10000,43.715654011982565
1053935,8000,47.321013649523074
1053092,10000,34.832606686925274
1052485,5325,42.96220176374748
1052225,16000,44.03452364087738
1051809,4000,27.129228169364016
1051720,2800,25.57235435001497
1050995,25000,52.12761518673855
1049553,35000,44.61071834147592
1048621,35000,54.72197170813706
1048337,15000,36.740568863592536
1045540,15200,29.64832149598276
1040467,10400,55.385872483061696
1038273,18000,52.22939126934996
1037812,6000,36.68282967853766
1037540,6625,34.49093295340735
1037138,15000,34.12575344705911
1036700,5400,26.421241923681457
1036603,12000,44.79343295086535
1036113,5050,34.7051492634162
1035167,12600,32.238917699628374
1047133,3000,29.22462134513019
1034529,14000,40.40702075415844
1033444,7500,37.25690638718838
1032057,8875,32.01558880970514
1031631,6100,40.89432694365351
1030851,7200,40.20976797510006
1020966,12000,51.48003394362992
1018997,24000,56.37879931367533
1016371,18250,49.81096952860653
1015995,22900,59.93539808036444
1014847,4000,30.078637220138024
1011404,5500,38.67362436439629
1009673,20000,28.03418215116395
1009531,22000,34.44005820543606
1004991,7000,21.642519263256048
1000267,10800,37.13583310982003
1018784,14300,47.42937769574211
994525,4200,25.909003096722763
994164,35000,45.33635730655718
993894,6000,22.719647597924745
993852,18000,55.64304040489599
993503,10000,39.2316716658492
991421,4000,28.89071619421265
988301,19425,38.87616905284353
987927,10000,43.10985169366509
985107,35000,41.22467217148391
982314,6000,25.10231638928124
981482,35000,23.296412436814776
981878,16400,42.45915754710423
978511,3000,34.08169342369805
987663,25450,61.24486940938164
975146,2000,26.770332483778912
975109,14400,40.297680703587446
973424,8000,51.77745556154916
973077,9800,35.91161886019454
7628117,28200,67.29956224708192
972414,16500,34.89498594620906
971765,25000,38.96331335908061
971404,35000,29.401175964360203
968114,6775,43.600704391682335
968014,7925,24.151090936309583
920743,35000,75.10374346363628
905862,8000,46.09346893369722
894434,30000,60.01988908914333
891404,15250,46.58382727347952
890816,6000,48.300678327986695
890155,10000,48.97150746056855
889707,35000,37.43143311606061
887616,20000,52.96294540782749
887402,7000,19.329009602808583
886294,4000,32.543792007548994
885909,30000,80.92125414631472
884903,5000,46.31878330032931
884048,12625,48.795145243964
881074,26850,59.67126666206563
879160,20000,46.23735729234775
877581,5000,44.297813004005256
875547,30000,36.80512866319453
875305,3000,25.722860395578167
875114,4200,33.22603598696784
875113,12000,49.04663890486313
874747,3000,30.22341583416028
874021,8000,49.03440130077513
872334,15000,60.084832260122205
870061,25000,60.050258990779646
866089,13250,33.30769660477125
864733,5000,30.28692467043832
861835,18000,33.29265837031932
861671,21000,44.99029487139051
859762,13600,48.89643765651371
858164,35000,45.0986269811696
854481,8500,30.97544316679971
967930,16000,54.26070583332222
851770,6000,39.46587357616973
848273,15000,41.2289502324863
847448,21200,38.71017336077038
847089,25000,42.36747197115578
845275,8025,50.31858376537764
845188,8000,27.86917497895291
844853,4500,24.80609931912223
844621,4000,29.60772682289809
841822,5000,22.392179287671915
841014,10000,54.20310190774792
837055,7100,38.165293401608224
835523,3000,19.82812662950852
832861,2600,32.92515569893864
831404,23000,37.31248645605772
831318,30800,35.55504186296794
825223,4000,23.94367090074353
825164,14125,26.660118118193665
7524676,12600,48.718341624686346
824151,1600,22.43758885538757
820963,2000,33.68496589033527
819404,25000,27.9677105339038
817676,8325,33.11668243896256
813780,12000,27.15486284615532
812577,13700,47.69693610410575
867756,35000,57.166361677204456
810093,7600,45.78606535451198
815170,4800,26.981076776288024
806925,10500,44.028623499570216
805279,13500,28.145173248784147
808650,16000,69.43727248012374
802348,16000,42.98421381204069
799024,1000,22.308778850685208
798976,5000,41.223429988327865
797250,6000,39.29886911105044
793134,10500,25.31528017959816
792034,12000,51.7488374864379
789842,5000,36.9978646085416
789502,13000,44.35152848092057
786940,5000,46.10933854135132
784918,7500,39.77967258428929
783020,12000,29.38777071713692
782425,4800,32.05942170030519
778440,12000,41.473945104092806
778167,1300,24.07302936048439
775712,33000,60.26488619888675
775388,35000,68.28877492981776
774290,35000,60.78676360652408
769744,5425,25.70309810841199
768334,28800,76.69222338196077
767902,6000,33.98778171037045
763665,9000,26.699857016136047
761733,10000,55.72947280611855
759306,11000,43.71942924366815
758597,4800,30.167807786899864
756045,3600,26.63923400252144
755294,24000,57.5005252954354
755186,16000,28.90609363999457
747338,15000,63.6012421719642
746727,10000,44.28151438321752
746373,16000,56.40216654764667
746762,9975,18.949385360916253
741982,7550,53.72136152083934
741781,8000,33.59754929783107
741105,30000,66.24575137904648
739289,11250,19.90665752100105
738778,29500,28.32216294667622
738148,24000,67.82457110894445
736548,5350,20.154786500344343
735654,20800,51.75065302661279
735439,15000,51.02253100013124
730185,17600,54.0942818803591
727397,7000,48.520751971895
726234,17000,54.49474062259365
726038,35000,72.67757001713201
724732,25000,39.04642259490939
723498,4200,26.64951808525775
723487,27300,28.16542190654193
721195,20000,62.86702363160216
719166,14000,30.880579510489333
714769,10000,25.28229088412279
712914,4000,36.92791862679301
711577,17000,43.29574482695018
711545,6000,46.522362669700605
711528,18200,55.31253704531679
710743,16000,26.846441490050573
709259,6600,33.64151936426452
708626,9600,31.30499598562709
708328,2400,20.77708583880915
706795,16000,59.92422045381694
703280,15000,52.41949812140034
702096,8000,19.332266307139857
699300,26000,57.25830496192494
698538,15000,54.11659291113534
696672,16000,45.90267454290331
695035,15000,48.27505259647571
692755,35000,71.3876148774526
690178,15000,37.77992853898488
689461,15000,49.02757287486728
688840,18000,50.5254689034257
688799,19000,58.27287976616216
684430,18000,65.36787953801314
681850,12000,43.68094047461424
680992,6000,34.79424374772467
679053,10000,28.990870458201265
675717,2500,24.53649565208516
673623,5400,30.3904429372958
673001,10000,25.27933662595739
670808,17000,48.66903347237911
670462,26500,27.71586136376901
668685,11650,37.134305207071165
667320,10000,28.57922406261246
664680,12000,47.42027722835282
661361,9600,29.163834690656635
659745,5000,23.39355450602021
659533,15250,70.322480827036
659099,25000,66.70743844520683
657891,17600,53.513570005347006
656945,5500,25.255050991444623
651913,4000,33.45683269784533
651824,20000,56.507177614761865
650598,15000,53.08140725976339
649682,10000,38.200844347414105
646020,10000,40.50720282784504
645050,8300,33.37159228256381
644163,14000,40.33356821173858
643860,16800,53.46266186827463
643621,5000,27.410534288031435
643484,15000,45.56469614495917
643182,6000,24.49169291006384
643152,9600,31.84229006548309
642826,6800,28.776344867981724
642777,7050,21.274935584062995
642766,8125,45.84503034574755
641001,22000,71.46902542339365
640529,16000,57.24530828071152
638227,22000,45.46300692086181
637696,12000,27.361136291322016
637256,25000,61.41073621925767
635771,4500,28.72149246480286
634029,2500,33.22693375057763
632851,10000,40.42048104005944
631310,20000,45.2531810021908
630916,9000,45.71754776802164
629006,15000,57.64707007267046
627320,15000,42.585894261886544
627274,10000,41.0315516636761
626717,25000,59.33291348068641
626523,2900,28.994036842488747
626172,15000,43.43732085461159
622608,25000,26.85505867190476
621874,14500,34.56875381670001
621218,6000,46.74723781658656
621149,19750,26.31799229187722
620390,14100,59.35414563555024
619881,5000,25.172271742133287
619290,16000,63.40325749403805
619086,4000,24.775808025645738
617717,18000,35.9191436586303
616829,5000,26.589731719505515
612541,10000,28.755589081133905
607878,25000,47.55265740925657
607017,10000,54.03417340880549
606069,23500,46.2432006071728
605309,25000,50.71439776348004
605061,5300,29.557942236916887
603853,15000,71.22219910713395
603803,24250,37.408899897406194
603683,4000,30.95138603164898
601162,21500,58.1036714657603
601037,8000,45.02397501884379
600641,3000,37.01833210213957
599432,15000,56.392755830190026
599394,20000,31.39655948405884
599351,12000,25.73082645478548
597671,6000,24.17148236211821
596915,16400,36.152947478985766
596195,24000,46.80655918220326
595047,20000,51.84706369804845
593946,10000,49.11424933623015
589107,18250,62.136164710790254
588455,18000,36.01911898761172
588267,7200,47.76111370312512
587874,5000,34.77802538730267
587548,13000,55.3475205145899
587513,6000,31.46224937588672
586508,5600,40.79077793527269
583852,24250,50.57459309971924
583711,15000,63.19484712788323
582305,20000,24.98483186641172
581198,14500,36.00017835437706
580436,13000,60.51166472877129
580277,9600,29.804740816439228
579977,7500,29.95642034795148
577862,10000,23.906495792516104
576557,14000,53.40566277553876
575902,25000,45.64924608859605
574184,6000,26.88557510723548
573817,16750,47.86206174649983
571768,19000,61.80733416151472
568525,7000,47.90962944065127
566833,6500,34.29086218155313
566428,22000,29.934177370897835
566133,2500,19.12327646982451
563983,12000,57.28659526798986
561454,22000,37.08036715802182
561392,4000,20.56472659449689
559560,12000,46.9645394102054
559175,3250,35.612379298200764
555232,7000,23.60538233920093
550664,6000,36.22930309928336
550122,10000,22.03517024651041
548796,2500,34.793664776161435
548241,25000,49.00048419561109
544972,15000,51.04685001075166
544216,8000,50.26097412318815
543973,10000,50.30019835355187
543331,3950,25.05277081531084
542592,10000,58.772325489695874
539850,10000,33.116204058569664
539128,10500,22.530343046665987
536794,10000,22.12569689570434
535873,7200,31.625374646218106
533581,9800,40.44450794031996
533418,10000,29.51065573298005
530659,4000,27.769665289497443
529168,2000,35.04946012956048
527447,7000,31.513860213879862
526111,18000,29.325549721070885
525314,15000,51.44477280289801
524955,10000,23.14422448606925
522028,11200,34.05403619909767
519857,7200,28.13963275796394
519281,24250,46.46529938128823
518628,3000,24.04361999328629
516255,12000,55.37090063163073
516043,25000,43.79039285499411
515874,5000,27.71796333284428
515070,25000,60.79733689975388
514258,25000,62.451210367893474
513640,5000,46.340890990343794
513631,10000,24.78203928214276
513563,9250,33.89173315253406
512139,10000,34.63367557248608
509250,10000,30.03858376179221
508931,3000,20.37134812649917
505793,3500,23.12632648859348
503704,10000,27.655072012393827
503502,10000,37.228970389963095
503395,18000,58.674371244496406
502105,25000,64.71180319574462
502094,8000,52.61839795953623
501044,25000,25.48888618224042
495478,9600,56.59783768960116
494891,5550,32.645608915470746
494123,10000,35.26088902206233
493703,4000,34.345388420453645
492654,19750,32.57527517593185
491939,25000,46.60673673216092
490650,18000,60.675849963372805
489161,3200,30.55645358172544
488783,15000,57.07811783211142
486607,15000,36.27220864306959
486069,12000,30.10201807820424
484483,18000,58.37314939497378
479712,15000,42.91275944047936
478260,20000,41.01597774475989
476500,5000,19.9027305416768
469107,8000,36.99867689720703
467583,10000,32.156705941420604
466126,18000,41.76685072413377
465413,3500,27.04504195913802
463612,12000,48.14615772354226
460920,8950,36.886289737898046
460185,9000,50.20053347668263
458871,12000,30.14114222753381
458153,2500,21.8638971082451
456335,5000,33.07874213290509
454329,7500,48.27746796374788
454043,6500,32.04299098015185
452112,14600,37.29936410466871
451708,11000,45.77431007457061
451027,14500,39.51029732428581
450656,5000,31.62147787129033
449172,9000,38.05185632460576
447475,25000,50.61941348255593
446864,5000,30.166915421610884
445728,9000,51.092118734370494
445465,15250,41.3140517843046
445134,9250,28.700800404846035
444944,24000,61.523745798000405
443474,4000,20.741409689300067
442354,6000,36.58334173033621
441547,7000,35.36885244192435
439523,5175,28.26566876456556
439482,9000,35.69446780999305
438256,12000,54.81968365045606
437951,15850,46.81359910141873
435180,6000,30.145227958468546
434191,10000,34.8913395737991
433245,10500,40.73746440939042
430908,7800,41.750842304636016
430646,15000,44.26505406591054
430012,21600,44.03089297167546
429733,15850,59.27118457711512
429696,14800,45.28132189992965
429572,12000,29.87946837423405
425279,4000,26.441470757494063
424804,12000,37.25564129996837
427370,6000,47.32221839681892
422374,4800,39.79751743863415
419640,16000,62.1692618438257
418217,5000,28.81707352455713
415553,3400,32.99318438184542
414465,20000,35.55753857905048
413036,9200,29.40486033537734
411258,9800,48.69585136377989
405898,12000,33.82118152092167
402839,8000,36.57612754777156
400900,5000,37.02934709892744
398197,14500,44.37847154874717
393476,6000,28.47561075402816
390897,10000,30.79935696295312
390038,9000,46.20608549170792
389675,3000,29.540558897642608
388115,8000,28.177863100852665
387069,5775,28.963722280339184
386455,17000,56.43438149049222
384343,6000,39.31567083590578
381882,3500,22.132605211319422
381861,5000,23.66640905959329
381261,20000,60.13134040732536
557997,4750,34.850410491238925
377775,7500,22.752259279353066
377380,12000,43.77102017814788
315196,24000,56.462873657237935
373257,10000,40.051469743956766
371025,8000,45.70494281224049
370696,10000,53.170152714167806
370339,8000,52.14791204654403
370308,2500,31.8445279096366
371341,15000,62.45265938685947
367414,10000,41.26603573706872
365344,25000,48.56245808738552
363683,2500,31.043298015511617
362809,24000,35.38991021886521
362272,2400,33.882536031749424
360022,10000,38.260791097260295
359903,15000,42.12854836193136
359468,14400,54.109797615377055
358508,6000,37.71854219869899
358312,10500,30.24765829665299
346656,7500,47.09394726925207
333783,6400,25.3374950633286
332728,9525,36.22863469056109
330773,10000,32.83881303736049
327046,10000,30.824500975429505
316948,16000,23.602833082779103
289873,16400,67.45051916343887
288651,3000,30.73733605628615
275098,20000,43.11477493540556
268502,24000,46.029327008832965
265115,11000,39.44490512256829
256991,15000,55.104713394934365
256704,10000,46.34689931431691
254378,10000,38.294050207181485
239843,20000,61.66067512985216
218282,11000,39.841174049728586
208191,9600,44.17932261490773
190846,25000,51.02592941750645
140036,4000,23.95388980202868
111227,20000,70.77072477214564
